Rank,Water Area (sq mi),City,State,Population
7634,0.05,Benson, AZ,"5,075"
10100,0.02,Benson, MN,"3,165"
14027,0,Benson, NC,"3,435"
23001,0,Benson, PA,212
25001,0,Benson, IL,403
14862,0,Bent, NM,135
12924,0.01,Bent Creek, NC,"1,509"
15550,0,Bentley, IL,47
26001,0,Bentley, IA,111
26601,0,Bentley, KS,515
7990,0.04,Bentleyville, OH,882
23001,0,Bentleyville, PA,"2,554"
2283,0.51,Benton, AR,"32,208"
4200,0.18,Benton, IL,"7,185"
7340,0.05,Benton, KY,"4,380"
8667,0.03,Benton, AL,42
10308,0.02,Benton, CA,178
10620,0.02,Benton, PA,"1,005"
15505,0,Benton, IA,52
15662,0,Benton, MO,853
24201,0,Benton, TN,"1,844"
26601,0,Benton, KS,"1,013"
27201,0,Benton, LA,"1,878"
29001,0,Benton, WI,927
9547,0.03,Benton City, WA,"3,130"
17401,0,Benton City, MO,147
3459,0.25,Benton Harbor, MI,"10,056"
15163,0,Benton Heights, MI,"4,467"
20001,0,Benton Ridge, OH,360
17201,0,Bentonia, MS,556
3869,0.21,Bentonville, AR,"38,572"
20001,0,Bentonville, OH,114
2155,0.56,Benwood, WV,"1,286"
27601,0,Benzonia, MI,443
3171,0.29,Berea, SC,"14,230"
5428,0.11,Berea, OH,"19,044"
6540,0.07,Berea, KY,"14,209"
18201,0,Berea, NE,19
23801,0,Beresford, SD,"2,411"
19001,0,Bergen, NY,"1,305"
19601,0,Bergen, ND,6
12394,0.01,Bergenfield, NJ,"27,157"
17401,0,Berger, MO,203
20001,0,Bergholz, OH,768
16326,0,Bergman, AR,430
11679,0.01,Bergoo, WV,59
18801,0,Berino, NM,"1,674"
238,7.23,Berkeley, CA,"115,688"
14409,0,Berkeley, MO,"9,120"
25001,0,Berkeley, IL,"5,219"
5142,0.12,Berkeley Lake, GA,"1,739"
20001,0,Berkey, OH,360
2385,0.48,Berkley, CO,"11,706"
26001,0,Berkley, IA,16
27601,0,Berkley, MI,"15,136"
1621,0.85,Berlin, NH,"9,710"
2113,0.58,Berlin, WI,"5,451"
11570,0.01,Berlin, NJ,"7,587"
14782,0,Berlin, GA,565
15987,0,Berlin, OH,"1,346"
16911,0,Berlin, MD,"4,520"
19601,0,Berlin, ND,26
23001,0,Berlin, PA,"2,036"
25001,0,Berlin, IL,133
15880,0,Berlin Heights, OH,571
21401,0,Bermuda Dunes, CA,"7,719"
7415,0.05,Bermuda Run, NC,"2,532"
26601,0,Bern, KS,186
4420,0.16,Bernalillo, NM,"8,400"
26001,0,Bernard, IA,112
6413,0.08,Bernardsville, NJ,"7,766"
16606,0,Berne, IN,"3,810"
2081,0.59,Bernice, OK,499
11505,0.01,Bernice, LA,"1,373"
17401,0,Bernie, MO,"2,071"
13273,0.01,Bernville, PA,812
6202,0.08,Berrien Springs, MI,"1,338"
13550,0.01,Berry, AL,"1,239"
15854,0,Berry, KY,243
7059,0.06,Berry Creek, CA,"1,292"
24201,0,Berry Hill, TN,559
10199,0.02,Berrydale, FL,326
23001,0,Berrysburg, PA,404
15815,0,Berryville, VA,"4,254"
21201,0,Berryville, AR,"5,329"
24401,0,Berryville, TX,"1,043"
17008,0,Bertha, MN,541
19601,0,Berthold, ND,394
5038,0.13,Berthoud, CO,"5,323"
24401,0,Bertram, TX,"1,545"
26001,0,Bertram, IA,334
15732,0,Bertrand, MO,908
18201,0,Bertrand, NE,780
3311,0.27,Bertsch-Oceanview, CA,"2,568"
4235,0.18,Berwick, PA,"10,398"
4302,0.17,Berwick, LA,"4,857"
9233,0.03,Berwick, ME,"2,048"
11840,0.01,Berwind, WV,544
14253,0,Berwyn, PA,"3,222"
18201,0,Berwyn, NE,113
25001,0,Berwyn, IL,"56,762"
16005,0,Berwyn Heights, MD,"3,201"
28401,0,Beryl Junction, UT,86
4340,0.17,Bessemer, AL,"27,202"
6373,0.08,Bessemer, PA,"1,220"
27601,0,Bessemer, MI,"1,974"
20801,0,Bessemer Bend, WY,136
8392,0.04,Bessemer City, NC,"5,410"
20401,0,Bessie, OK,186
6205,0.08,Bethalto, IL,"9,443"
13643,0.01,Bethania, NC,311
8470,0.04,Bethany, MO,"3,186"
11865,0.01,Bethany, IN,109
14860,0,Bethany, PA,299
15003,0,Bethany, IL,"1,269"
15033,0,Bethany, WV,"1,147"
20401,0,Bethany, OK,"19,390"
22801,0,Bethany, OR,"21,658"
11228,0.01,Bethany Beach, DE,890
318,5.52,Bethel, AK,"6,295"
6975,0.06,Bethel, MN,401
7889,0.04,Bethel, VT,572
14059,0,Bethel, OH,"2,734"
16731,0,Bethel, PA,751
17401,0,Bethel, MO,121
19401,0,Bethel, NC,"1,834"
22401,0,Bethel, CT,"9,471"
22401,0,Bethel, DE,179
28601,0,Bethel, WA,"3,523"
12025,0.01,Bethel Acres, OK,"2,970"
10883,0.02,Bethel Heights, AR,"2,507"
21401,0,Bethel Island, CA,"2,158"
6090,0.08,Bethel Manor, VA,"3,761"
23001,0,Bethel Park, PA,"32,338"
24201,0,Bethel Springs, TN,847
6391,0.08,Bethesda, MD,"62,024"
10338,0.02,Bethesda, OH,"1,536"
1185,1.26,Bethlehem, NC,"4,493"
2862,0.35,Bethlehem, PA,"75,050"
14473,0,Bethlehem, NH,979
15440,0,Bethlehem, GA,747
15819,0,Bethlehem, WV,"2,616"
3352,0.27,Bethlehem Village, CT,"1,783"
19001,0,Bethpage, NY,"16,337"
24201,0,Bethpage, TN,296
22201,0,Bethune, CO,315
23801,0,Bethune, SC,308
9397,0.03,Betsy Layne, KY,764
1278,1.14,Bettendorf, IA,"34,247"
13082,0.01,Betterton, MD,337
21001,0,Bettles, AK,11
20001,0,Bettsville, OH,666
14287,0,Between, GA,371
9731,0.02,Beulah, ND,"3,231"
15535,0,Beulah, MI,268
17201,0,Beulah, MS,374
20801,0,Beulah, WY,108
20001,0,Beulah Beach, OH,63
15259,0,Beulah Valley, CO,800
15875,0,Beulaville, NC,"1,632"
11127,0.02,Beurys Lake, PA,133
228,7.5,Beverly, MA,"40,370"
3670,0.23,Beverly, NJ,"2,573"
5361,0.11,Beverly, OH,"1,072"
26601,0,Beverly, KS,232
28801,0,Beverly, WV,648
7739,0.05,Beverly Beach, FL,377
11063,0.02,Beverly Hills, MI,"10,368"
15100,0,Beverly Hills, CA,"34,536"
17401,0,Beverly Hills, MO,440
24401,0,Beverly Hills, TX,"1,579"
24601,0,Beverly Hills, FL,"8,518"
741,2.24,Beverly Shores, IN,539
16493,0,Bevier, MO,600
8984,0.03,Bevil Oaks, TX,"1,299"
12956,0.01,Bevington, IA,23
10405,0.02,Bexley, OH,"13,286"
21001,0,Beyerville, AZ,301
11768,0.01,Bibo, NM,156
28601,0,Bickleton, WA,55
25601,0,Bicknell, IN,"2,961"
28401,0,Bicknell, UT,375
51,28.99,Biddeford, ME,"21,303"
18001,0,Biddle, MT,22
7191,0.06,Bieber, CA,127
17401,0,Biehle, MO,48
11352,0.01,Bienville, LA,213
14316,0,Bier, MD,194
18001,0,Big Arm, MT,260
3586,0.24,Big Bass Lake, PA,"1,556"
773,2.15,Big Bay, MI,183
10753,0.02,Big Bear City, CA,"12,563"
4112,0.19,Big Bear Lake, CA,"5,104"
3647,0.23,Big Beaver, PA,"2,005"
5934,0.09,Big Bend, CA,87
8575,0.04,Big Bend, WI,"1,327"
20401,0,Big Cabin, OK,290
7227,0.06,Big Chimney, WV,372
930,1.67,Big Coppitt Key, FL,"2,397"
17201,0,Big Creek, MS,182
21401,0,Big Creek, CA,201
28801,0,Big Creek, WV,440
229,7.46,Big Delta, AK,590
9368,0.03,Big Falls, WI,126
17008,0,Big Falls, MN,225
13327,0.01,Big Flat, AR,83
6318,0.08,Big Flats, NY,"5,247"
20801,0,Big Horn, WY,410
13230,0.01,Big Island, VA,289
21401,0,Big Lagoon, CA,142
131,12.64,Big Lake, AK,"3,959"
1450,0.97,Big Lake, MO,134
1484,0.94,Big Lake, MN,"10,230"
1630,0.84,Big Lake, WA,"1,773"
24401,0,Big Lake, TX,"3,162"
1677,0.8,Big Lake CDP, MN,298
15304,0,Big Pine, CA,"1,612"
5468,0.11,Big Pine Key, FL,"4,511"
20801,0,Big Piney, WY,529
17201,0,Big Point, MS,875
27401,0,Big Pool, MD,53
5133,0.12,Big Rapids, MI,"10,543"
2246,0.52,Big River, CA,"1,061"
25001,0,Big Rock, IL,"1,053"
10473,0.02,Big Run, PA,625
8270,0.04,Big Sandy, TX,"1,863"
10233,0.02,Big Sandy, WV,109
18001,0,Big Sandy, MT,664
24201,0,Big Sandy, TN,593
3840,0.21,Big Sky, MT,"2,694"
6032,0.09,Big Spring, TX,"27,768"
9619,0.03,Big Spring, MO,59
27401,0,Big Spring, MD,105
18201,0,Big Springs, NE,563
16035,0,Big Stone City, SD,583
5932,0.09,Big Stone Gap, VA,"5,559"
4132,0.19,Big Thicket Lake Estates, TX,680
8953,0.03,Big Timber, MT,"1,460"
28401,0,Big Water, UT,621
24401,0,Big Wells, TX,533
17008,0,Bigelow, MN,244
17401,0,Bigelow, MO,12
21201,0,Bigelow, AR,327
11242,0.01,Bigfoot, TX,108
298,6.06,Bigfork, MT,"4,375"
8678,0.03,Bigfork, MN,404
10538,0.02,Biggers, AR,342
21401,0,Biggs, CA,"2,010"
22801,0,Biggs Junction, OR,33
25001,0,Biggsville, IL,273
12806,0.01,Bigler, PA,381
23001,0,Biglerville, PA,"1,107"
23801,0,Bijou Hills, SD,6
5288,0.11,Billings, MT,"106,979"
15991,0,Billings, MO,937
20401,0,Billings, OK,487
15524,0,Billingsley, AL,162
13218,0.01,Billington Heights, NY,"1,445"
200,8.47,Biloxi, MS,"44,527"
15444,0,Biltmore Forest, NC,"1,459"
19601,0,Binford, ND,167
6316,0.08,Bingen, WA,888
20401,0,Binger, OK,606
25001,0,Bingham, IL,77
27401,0,Bingham, ME,747
27601,0,Bingham Farms, MI,"1,220"
17008,0,Bingham Lake, MN,141
1954,0.65,Binghamton, NY,"46,771"
19001,0,Binghamton University, NY,"6,172"
21401,0,Biola, CA,"1,017"
7748,0.05,Birch Bay, WA,"8,475"
3464,0.25,Birch Creek, AK,11
29001,0,Birch Hill, WI,302
11483,0.01,Birch River, WV,70
10337,0.02,Birch Run, MI,"1,537"
17401,0,Birch Tree, MO,639
4316,0.17,Birchwood, WI,497
3972,0.2,Birchwood Lakes, PA,"1,695"
14810,0,Birchwood Village, MN,891
26601,0,Bird City, KS,470
14679,0,Bird In Hand, PA,493
17008,0,Bird Island, MN,915
8997,0.03,Birdsboro, PA,"5,158"
16770,0,Birdseye, IN,380
21201,0,Birdsong, AR,23
651,2.54,Birmingham, AL,"211,705"
11712,0.01,Birmingham, MI,"20,382"
15218,0,Birmingham, IA,471
17401,0,Birmingham, MO,233
23001,0,Birmingham, PA,105
29001,0,Birnamwood, WI,903
18001,0,Birney, MT,119
907,1.73,Biron, WI,913
15982,0,Bisbee, AZ,"5,475"
19601,0,Bisbee, ND,121
17008,0,Biscay, MN,96
24601,0,Biscayne Park, FL,"3,172"
19401,0,Biscoe, NC,"1,753"
7733,0.05,Bishop, CA,"3,851"
13242,0.01,Bishop, GA,278
24401,0,Bishop, TX,"3,162"
25001,0,Bishop Hill, IL,137
24401,0,Bishop Hills, TX,277
8867,0.03,Bishopville, SC,"3,372"
9058,0.03,Bishopville, MD,254
2706,0.38,Bismarck, ND,"65,123"
17401,0,Bismarck, MO,"1,296"
25001,0,Bismarck, IL,544
20401,0,Bison, OK,88
23801,0,Bison, SD,308
26601,0,Bison, KS,171
4450,0.16,Bithlo, FL,"8,486"
21001,0,Bitter Springs, AZ,362
8452,0.04,Bivalve, MD,266
1242,1.18,Biwabik, MN,"1,096"
1335,1.07,Bixby, OK,"22,480"
11097,0.02,Bixby, TX,410
20801,0,Black, AL,146
9803,0.02,Black Butte Ranch, OR,262
21001,0,Black Canyon City, AZ,"2,542"
13261,0.01,Black Creek, WI,"1,305"
14306,0,Black Creek, NC,788
1966,0.64,Black Diamond, WA,"4,257"
24601,0,Black Diamond, FL,924
4203,0.18,Black Eagle, MT,"1,233"
11935,0.01,Black Earth, WI,"1,410"
7107,0.06,Black Forest, CO,"12,959"
24601,0,Black Hammock, FL,922
22201,0,Black Hawk, CO,130
13560,0.01,Black Jack, MO,"6,924"
10595,0.02,Black Lick, PA,"1,489"
11050,0.02,Black Mountain, NC,"7,977"
21201,0,Black Oak, AR,321
11803,0.01,Black Point-Green Point, CA,"1,111"
7361,0.05,Black River, NY,"1,374"
5704,0.1,Black River Falls, WI,"3,591"
4845,0.14,Black Rock, AR,680
7298,0.05,Black Rock, NM,"1,325"
14404,0,Black Springs, AR,39
9239,0.03,Blackburn, OK,77
11767,0.01,Blackburn, MO,281
8245,0.04,Blackduck, MN,703
11723,0.01,Blackey, KY,207
3571,0.24,Blackfoot, ID,"11,891"
16258,0,Blackgum, OK,71
12307,0.01,Blackhawk, CA,"9,297"
23801,0,Blackhawk, SD,"2,754"
21401,0,Blacklake, CA,942
9783,0.02,Blacklick Estates, OH,"8,580"
8991,0.03,Blacksburg, VA,"43,204"
23801,0,Blacksburg, SC,"1,823"
5011,0.13,Blackshear, GA,"3,485"
10630,0.02,Blackstone, VA,"3,581"
12422,0.01,Blacksville, WV,152
5583,0.1,Blackville, SC,"2,324"
16023,0,Blackwater, AZ,"1,246"
17401,0,Blackwater, MO,147
13185,0.01,Blackwell, OK,"6,957"
24401,0,Blackwell, TX,366
6453,0.07,Blackwells Mills, NJ,513
12525,0.01,Blackwood, NJ,"4,645"
18201,0,Bladen, NE,251
19401,0,Bladenboro, NC,"1,938"
12466,0.01,Bladensburg, MD,"9,371"
15421,0,Bladensburg, OH,155
22401,0,Blades, DE,"1,335"
23001,0,Blain, PA,240
590,2.8,Blaine, WA,"4,829"
3973,0.2,Blaine, MN,"59,295"
16220,0,Blaine, KY,71
24201,0,Blaine, TN,"1,786"
27401,0,Blaine, ME,395
6033,0.09,Blair, WI,"1,299"
10855,0.02,Blair, NE,"7,990"
20401,0,Blair, OK,606
7724,0.05,Blairs, VA,857
26001,0,Blairsburg, IA,116
21401,0,Blairsden, CA,35
13093,0.01,Blairstown, NJ,505
17401,0,Blairstown, MO,140
26001,0,Blairstown, IA,724
13457,0.01,Blairsville, GA,776
23001,0,Blairsville, PA,"3,385"
5327,0.11,Blakely, GA,"4,882"
23001,0,Blakely, PA,"6,534"
26001,0,Blakesburg, IA,273
20001,0,Blakeslee, OH,63
22201,0,Blanca, CO,464
5031,0.13,Blanchard, OK,"7,625"
7779,0.05,Blanchard, ID,150
16291,0,Blanchard, LA,"2,911"
17401,0,Blanchard, MO,39
19601,0,Blanchard, ND,10
23001,0,Blanchard, PA,660
26001,0,Blanchard, IA,41
29001,0,Blanchardville, WI,805
5698,0.1,Blanchester, OH,"4,182"
4173,0.18,Blanco, NM,166
7846,0.05,Blanco, TX,"2,215"
16820,0,Bland, VA,587
17401,0,Bland, MO,557
23001,0,Blandburg, PA,371
15165,0,Blandford, MA,425
8120,0.04,Blanding, UT,"3,478"
25001,0,Blandinsville, IL,695
13094,0.01,Blandon, PA,"7,139"
16474,0,Blandville, KY,48
25601,0,Blanford, IN,284
24401,0,Blanket, TX,398
19001,0,Blasdell, NY,"2,565"
5505,0.11,Blauvelt, NY,"5,868"
14174,0,Blawenburg, NJ,515
4700,0.14,Blawnox, PA,"1,512"
26001,0,Blencoe, IA,244
6625,0.07,Blende, CO,739
23801,0,Blenheim, SC,144
9775,0.02,Blennerhassett, WV,"2,893"
13482,0.01,Blessing, TX,"1,176"
16192,0,Blevins, AR,318
15542,0,Bliss, ID,403
19001,0,Bliss, NY,557
15896,0,Bliss Corner, MA,"5,908"
7278,0.05,Blissfield, MI,"3,304"
14145,0,Blockton, IA,175
17401,0,Blodgett, MO,188
22801,0,Blodgett, OR,36
18601,0,Blodgett Landing, NH,89
19001,0,Blodgett Mills, NY,307
17008,0,Blomkest, MN,120
24401,0,Bloomburg, TX,307
14148,0,Bloomdale, OH,759
4636,0.15,Bloomer, WI,"3,558"
7881,0.04,Bloomfield, NM,"7,877"
9371,0.03,Bloomfield, IA,"2,636"
10158,0.02,Bloomfield, KY,"1,038"
13248,0.01,Bloomfield, CA,373
16612,0,Bloomfield, MO,"1,924"
18201,0,Bloomfield, NE,940
25601,0,Bloomfield, IN,"2,724"
23001,0,Bloomfield Borough, PA,"1,346"
6343,0.08,Bloomfield Hills, MI,"3,925"
24401,0,Blooming Grove, TX,833
17008,0,Blooming Prairie, MN,"1,836"
10014,0.02,Blooming Valley, PA,373
19001,0,Bloomingburg, NY,453
20001,0,Bloomingburg, OH,"1,246"
1191,1.25,Bloomingdale, GA,"2,724"
2456,0.45,Bloomingdale, NJ,"7,808"
3403,0.26,Bloomingdale, IL,"22,208"
3502,0.25,Bloomingdale, FL,"22,879"
9525,0.03,Bloomingdale, MI,612
16994,0,Bloomingdale, TN,"9,882"
20001,0,Bloomingdale, OH,147
25601,0,Bloomingdale, IN,305
458,3.74,Bloomington, MN,"85,136"
4009,0.2,Bloomington, IN,"81,963"
9662,0.02,Bloomington, MD,236
12383,0.01,Bloomington, IL,"77,883"
16467,0,Bloomington, ID,196
18201,0,Bloomington, NE,162
21401,0,Bloomington, CA,"25,228"
24401,0,Bloomington, TX,"1,878"
29001,0,Bloomington, WI,836
2916,0.34,Bloomsburg, PA,"14,699"
8799,0.03,Bloomsbury, NJ,769
12553,0.01,Bloomsdale, MO,563
15026,0,Bloomville, NY,205
20001,0,Bloomville, OH,982
23001,0,Blossburg, PA,"1,595"
8047,0.04,Blossom, TX,"1,326"
12314,0.01,Blountstown, FL,"2,557"
6605,0.07,Blountsville, AL,"1,848"
15634,0,Blountsville, IN,108
24201,0,Blountville, TN,"2,412"
7842,0.05,Blowing Rock, NC,"1,175"
28601,0,Bloxom, VA,422
23801,0,Blucksberg Mountain, SD,493
20401,0,Blue, OK,302
11432,0.01,Blue Ash, OH,"12,124"
15781,0,Blue Ball, PA,"1,097"
23001,0,Blue Bell, PA,"6,049"
24401,0,Blue Berry Hill, TX,624
10925,0.02,Blue Clay Farms, NC,11
18601,0,Blue Diamond, NV,274
5858,0.09,Blue Earth, MN,"3,309"
15491,0,Blue Eye, MO,188
21201,0,Blue Eye, AR,37
26001,0,Blue Grass, IA,"1,612"
12589,0.01,Blue Hill, ME,"1,102"
18201,0,Blue Hill, NE,876
22401,0,Blue Hills, CT,"2,735"
6017,0.09,Blue Island, IL,"23,453"
8634,0.04,Blue Jay, OH,"1,003"
9117,0.03,Blue Lake, CA,"1,258"
15303,0,Blue Mound, KS,303
24401,0,Blue Mound, TX,"2,835"
25001,0,Blue Mound, IL,"1,169"
29001,0,Blue Mounds, WI,870
12652,0.01,Blue Mountain, MS,828
15001,0,Blue Mountain, AR,120
13574,0.01,Blue Point, NY,"4,602"
10364,0.02,Blue Rapids, KS,"1,025"
5944,0.09,Blue Ridge, AL,"1,531"
15645,0,Blue Ridge, VA,"2,823"
24401,0,Blue Ridge, TX,"1,033"
24601,0,Blue Ridge, GA,"1,387"
27201,0,Blue Ridge Manor, KY,761
2521,0.43,Blue Ridge Shores, VA,822
23001,0,Blue Ridge Summit, PA,"1,243"
5642,0.1,Blue River, CO,645
29001,0,Blue River, WI,461
22201,0,Blue Sky, CO,24
6169,0.08,Blue Springs, MO,"53,053"
10524,0.02,Blue Springs, NE,372
17201,0,Blue Springs, MS,254
20801,0,Blue Springs, AL,93
10404,0.02,Bluebell, UT,233
13855,0,Bluefield, VA,"5,375"
16636,0,Bluefield, WV,"10,465"
20401,0,Bluejacket, OK,319
6741,0.07,Bluetown, TX,319
2458,0.45,Bluewater, CA,174
3092,0.31,Bluewater, AZ,723
15095,0,Bluewater Acres, NM,752
10420,0.02,Bluewater Village, NM,446
9264,0.03,Bluewell, WV,"2,245"
2306,0.51,Bluff, UT,401
7111,0.06,Bluff City, TN,"1,791"
16105,0,Bluff City, AR,74
26601,0,Bluff City, KS,57
14592,0,Bluffdale, UT,"8,319"
25001,0,Bluffs, IL,742
755,2.21,Bluffton, SC,"13,979"
5000,0.13,Bluffton, IN,"9,621"
6629,0.07,Bluffton, OH,"4,157"
9679,0.02,Bluffton, MN,202
24601,0,Bluffton, GA,104
14748,0,Bluffview, WI,793
12738,0.01,Bluford, IL,611
10523,0.02,Blum, TX,502
23801,0,Blunt, SD,378
4493,0.16,Blyn, WA,35
1720,0.78,Blythe, CA,"20,101"
12523,0.01,Blythe, GA,691
15753,0,Blythedale, MO,185
7037,0.06,Blytheville, AR,"15,251"
6312,0.08,Blythewood, SC,"2,113"
23001,0,Boalsburg, PA,"3,896"
2718,0.38,Boardman, OR,"3,305"
4304,0.17,Boardman, OH,"34,835"
10059,0.02,Boardman, NC,147
1652,0.82,Boaz, WV,"1,400"
6910,0.06,Boaz, AL,"9,781"
29001,0,Boaz, WI,116
23001,0,Bobtown, PA,798
28601,0,Bobtown, VA,394
820,1.96,Boca Raton, FL,"88,187"
17008,0,Bock, MN,94
8163,0.04,Bodcaw, AR,215
26001,0,Bode, IA,370
21401,0,Bodega, CA,156
407,4.18,Bodega Bay, CA,603
11707,0.01,Bodfish, CA,"1,961"
3122,0.3,Boerne, TX,"11,674"
7563,0.05,Bogalusa, LA,"12,071"
17401,0,Bogard, MO,161
11486,0.01,Bogart, GA,"1,254"
24401,0,Bogata, TX,"1,266"
7673,0.05,Bogota, NJ,"8,277"
3596,0.24,Bogue, NC,771
26601,0,Bogue, KS,219
7871,0.04,Bogue Chitto, MS,501
17201,0,Bogue Chitto CDP, MS,479
8483,0.04,Bohemia, NY,"10,275"
3219,0.29,Bohners Lake, WI,"2,389"
1858,0.7,Boiling Spring Lakes, NC,"5,529"
11730,0.01,Boiling Springs, PA,"2,822"
19401,0,Boiling Springs, NC,"4,619"
23801,0,Boiling Springs, SC,"8,542"
1872,0.69,Boise City, ID,"211,655"
20401,0,Boise City, OK,"1,162"
20401,0,Bokchito, OK,583
2310,0.5,Bokeelia, FL,"1,242"
20401,0,Bokoshe, OK,487
26001,0,Bolan, IA,35
17401,0,Bolckow, MO,253
16001,0,Boles Acres, NM,"2,329"
13716,0.01,Boley, OK,"1,078"
11348,0.01,Boligee, AL,609
21401,0,Bolinas, CA,"1,403"
20001,0,Bolindale, OH,"1,997"
7193,0.06,Boling, TX,952
3912,0.21,Bolingbrook, IL,"74,112"
10385,0.02,Bolivar, MO,"10,443"
12779,0.01,Bolivar, PA,431
13364,0.01,Bolivar, OH,"1,006"
13539,0.01,Bolivar, TN,"5,275"
19001,0,Bolivar, NY,"1,136"
28801,0,Bolivar, WV,"1,162"
315,5.64,Bolivar Peninsula, TX,"1,959"
19401,0,Bolivia, NC,292
13403,0.01,Bolt, WV,628
17201,0,Bolton, MS,504
19401,0,Bolton, NC,726
4245,0.18,Bolton Landing, NY,620
21401,0,Bombay Beach, CA,171
8941,0.03,Bon Air, VA,"16,857"
13507,0.01,Bon Air, AL,117
24201,0,Bon Aqua Junction, TN,863
21401,0,Bonadelle Ranchos-Madera Ranchos, CA,"8,503"
10529,0.02,Bonanza, AR,608
22201,0,Bonanza, CO,9
22801,0,Bonanza, OR,469
24601,0,Bonanza, GA,"3,483"
28401,0,Bonanza, UT,1
24401,0,Bonanza Hills, TX,43
22201,0,Bonanza Mountain Estates, CO,123
26001,0,Bonaparte, IA,400
14250,0,Bonduel, WI,"1,426"
10082,0.02,Bondurant, IA,"4,332"
20801,0,Bondurant, WY,51
25001,0,Bondville, IL,516
25001,0,Bone Gap, IL,211
5622,0.1,Boneau, MT,321
23801,0,Bonesteel, SD,276
25001,0,Bonfield, IL,299
24401,0,Bonham, TX,"10,059"
6528,0.07,Bonifay, FL,"2,774"
4792,0.14,Bonita, CA,"13,864"
27201,0,Bonita, LA,197
217,7.77,Bonita Springs, FL,"46,384"
6992,0.06,Bonne Terre, MO,"7,025"
7346,0.05,Bonneau, SC,387
8140,0.04,Bonneau Beach, SC,"2,195"
23001,0,Bonneauville, PA,"1,937"
2816,0.36,Bonner Springs, KS,"7,420"
5996,0.09,Bonner-West Riverside, MT,"1,717"
4369,0.17,Bonners Ferry, ID,"2,812"
13605,0.01,Bonnetsville, NC,666
24401,0,Bonney, TX,522
6677,0.07,Bonney Lake, WA,"18,040"
16384,0,Bonnie, IL,456
16170,0,Bonnieville, KY,321
21401,0,Bonny Doon, CA,"2,752"
21201,0,Bono, AR,"2,488"
4280,0.17,Bonsall, CA,"4,138"
25001,0,Boody, IL,249
24401,0,Booker, TX,"1,494"
5659,0.1,Boomer, WV,926
27601,0,Boon, MI,203
10961,0.02,Boone, NC,"17,802"
12300,0.01,Boone, CO,351
14353,0,Boone, IA,"12,619"
16082,0,Boones Mill, VA,166
8672,0.03,Booneville, MS,"8,775"
9395,0.03,Booneville, KY,62
10559,0.02,Booneville, AR,"3,955"
13842,0.01,Boonsboro, MD,"3,452"
4324,0.17,Boonton, NJ,"8,424"
3029,0.32,Boonville, MO,"8,320"
11535,0.01,Boonville, IN,"6,220"
14075,0,Boonville, NY,"2,120"
19401,0,Boonville, NC,"1,547"
21401,0,Boonville, CA,"1,090"
27401,0,Boothbay Harbor, ME,881
978,1.57,Boothville, LA,901
23001,0,Boothwyn, PA,"4,889"
6898,0.06,Bootjack, CA,959
27201,0,Bordelonville, LA,865
16465,0,Borden, IN,681
8312,0.04,Bordentown, NJ,"3,912"
13556,0.01,Borger, TX,"13,121"
10230,0.02,Boron, CA,"2,241"
21401,0,Boronda, CA,"1,278"
2923,0.34,Borrego Springs, CA,"2,359"
17008,0,Borup, MN,104
7796,0.05,Boscobel, WI,"3,201"
13358,0.01,Bosque Farms, NM,"3,886"
1661,0.82,Bossier City, LA,"64,895"
19401,0,Bostic, NC,388
38,41.36,Boston, MA,"639,594"
8313,0.04,Boston, PA,366
10905,0.02,Boston, KY,499
14198,0,Boston, GA,"1,484"
25601,0,Boston, IN,175
28601,0,Boston, VA,625
16004,0,Boston Heights, OH,"1,302"
21401,0,Bostonia, CA,"16,460"
11104,0.02,Bostwick, GA,589
12056,0.01,Boswell, OK,729
23001,0,Boswell, PA,"1,317"
25601,0,Boswell, IN,728
14961,0,Boswell'S Corner, VA,"1,416"
17401,0,Bosworth, MO,249
28601,0,Bothell, WA,"34,920"
28601,0,Bothell East, WA,"8,959"
28601,0,Bothell West, WA,"18,243"
24401,0,Botines, TX,21
11526,0.01,Botkins, OH,"1,494"
19601,0,Bottineau, ND,"2,294"
1391,1.02,Boulder, CO,"102,002"
18001,0,Boulder, MT,"1,281"
20801,0,Boulder, WY,253
8878,0.03,Boulder City, NV,"15,162"
21401,0,Boulder Creek, CA,"4,741"
20801,0,Boulder Flats, WY,413
12554,0.01,Boulder Hill, IL,"8,349"
29001,0,Boulder Junction, WI,132
28401,0,Boulder Town, UT,141
21401,0,Boulevard, CA,434
24601,0,Boulevard Gardens, FL,"1,800"
6418,0.07,Boulevard Park, WA,"4,027"
8591,0.04,Bound Brook, NJ,"10,607"
10195,0.02,Bountiful, UT,"42,947"
14435,0,Bourbon, IN,"1,687"
17401,0,Bourbon, MO,"1,659"
25001,0,Bourbonnais, IL,"18,641"
5794,0.09,Bourg, LA,"2,358"
1169,1.28,Bourne, MA,"1,148"
20001,0,Bourneville, OH,285
21001,0,Bouse, AZ,662
26001,0,Bouton, IA,213
7683,0.05,Boutte, LA,"2,436"
12606,0.01,Bovey, MN,867
24801,0,Bovill, ID,185
24401,0,Bovina, TX,"1,784"
4600,0.15,Bow Mar, CO,"1,062"
18201,0,Bow Valley, NE,108
13108,0.01,Bowbells, ND,394
28801,0,Bowden, WV,9
23801,0,Bowdle, SD,491
27401,0,Bowdoinham, ME,508
19601,0,Bowdon, ND,119
24601,0,Bowdon, GA,"1,856"
